college_name,choice_code,branch,category_code,percentile,stage,year
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513950710,Chemical Engineering,LOPEN,78.28,Stage-II,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513950710,Chemical Engineering,LSC,71.89,Stage-II,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513950710,Chemical Engineering,LNTD,65.9,Stage-II,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513950710,Chemical Engineering,LOBC,68.89,Stage-II,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513961210,Mechanical Engineering,GOPEN,74.97,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513961210,Mechanical Engineering,GNTC,72.82,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513961210,Mechanical Engineering,GOBC,70.0,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513961210,Mechanical Engineering,LOPEN,69.27,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513961210,Mechanical Engineering,EWS,72.46,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513961210,Mechanical Engineering,LOPEN,73.95,Stage-II,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513961210,Mechanical Engineering,LNTD,72.21,Stage-II,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513961210,Mechanical Engineering,LOBC,69.13,Stage-II,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513984410,Electronics and Computer Engineering,GOPEN,81.24,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513984410,Electronics and Computer Engineering,GSC,78.17,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513984410,Electronics and Computer Engineering,GOBC,81.03,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513984410,Electronics and Computer Engineering,LOPEN,84.8,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513984410,Electronics and Computer Engineering,EWS,79.66,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513991610,Automation and Robotics,GOPEN,71.83,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513991610,Automation and Robotics,LOPEN,68.76,Stage-I,2022
"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar. (Un-Aided)",513991610,Automation and Robotics,EWS,72.46,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,GOPEN,83.78,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,GSC,80.17,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,GST,73.71,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,GNTA,77.17,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,GNTD,77.06,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,GOBC,83.0,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,LOPEN,83.82,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,LSC,81.06,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,LOBC,83.25,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,EWS,82.39,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515129310,Electrical Engineering,LNTC,80.56,Stage-II,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515161210,Mechanical Engineering,GOPEN,75.03,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515161210,Mechanical Engineering,GSC,71.49,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515161210,Mechanical Engineering,GNTB,68.92,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515161210,Mechanical Engineering,GNTC,64.21,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515161210,Mechanical Engineering,GOBC,67.13,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515161210,Mechanical Engineering,LOPEN,72.38,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515161210,Mechanical Engineering,EWS,71.9,Stage-I,2022
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik. (Un-Aided)",515161210,Mechanical Engineering,LOPEN,68.38,Stage-II,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515219110,Civil Engineering,GOPEN,69.63,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515219110,Civil Engineering,LOPEN,78.11,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515224210,Computer Science and Engineering,GOPEN,88.0,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515224610,Information Technology,LOPEN,84.11,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515229310,Electrical Engineering,GOPEN,75.61,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515229310,Electrical Engineering,LOPEN,70.39,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515229310,Electrical Engineering,LOPEN,73.83,Stage-II,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515237210,Electronics and Telecommunication Engg,GOPEN,65.94,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515237210,Electronics and Telecommunication Engg,LOPEN,73.53,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515261210,Mechanical Engineering,GOPEN,58.82,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515291710,Data Science,GOPEN,74.29,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515291710,Data Science,LOPEN,74.97,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515299710,Artificial Intelligence,GOPEN,76.86,Stage-I,2022
"G. H. Raisoni Institute of Business Management,Jalgaon (Un-Aided Autonomous Linguistic Minority - Hindi)",515299710,Artificial Intelligence,LOPEN,79.59,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,GOPEN,73.58,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,GSC,59.05,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,GST,72.21,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,GNTA,71.84,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,GNTC,64.89,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,GNTD,72.42,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,GOBC,64.63,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,LOPEN,73.21,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,LNTA,69.26,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,LNTB,69.42,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,LOBC,68.58,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516019110,Civil Engineering,EWS,76.21,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,GOPEN,78.47,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,GSC,68.0,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,GNTA,71.13,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,GNTB,76.17,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,GNTC,69.88,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,GNTD,77.44,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,GOBC,72.0,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,LOPEN,68.86,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,EWS,81.13,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,LOPEN,75.64,Stage-II,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,LSC,61.41,Stage-II,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,LNTB,70.72,Stage-II,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,LNTC,69.54,Stage-II,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,LNTD,73.9,Stage-II,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516061210,Mechanical Engineering,LOBC,65.13,Stage-II,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516091510,Structural Engineering,GOPEN,68.68,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516091510,Structural Engineering,GSC,63.58,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516091510,Structural Engineering,GNTA,66.42,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516091510,Structural Engineering,GNTC,49.24,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516091510,Structural Engineering,GOBC,60.0,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516091510,Structural Engineering,LOPEN,75.47,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516091510,Structural Engineering,LOBC,66.0,Stage-I,2022
"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon (Un-Aided Autonomous)",516091510,Structural Engineering,EWS,71.68,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516119110,Civil Engineering,GOPEN,60.74,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516119110,Civil Engineering,LOPEN,67.59,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516119110,Civil Engineering,EWS,72.95,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516125710,Computer Science and Design,GOPEN,81.49,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516125710,Computer Science and Design,GSC,73.38,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516125710,Computer Science and Design,GNTD,79.32,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516125710,Computer Science and Design,LOBC,82.62,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516125710,Computer Science and Design,EWS,80.87,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516129310,Electrical Engineering,GOPEN,71.28,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516129310,Electrical Engineering,GNTA,63.94,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516129310,Electrical Engineering,GNTB,69.89,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516129310,Electrical Engineering,GNTC,66.67,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516129310,Electrical Engineering,GOBC,55.15,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516129310,Electrical Engineering,LOPEN,73.67,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516129310,Electrical Engineering,LSC,70.89,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516129310,Electrical Engineering,LOBC,63.76,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516129310,Electrical Engineering,EWS,76.19,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516129310,Electrical Engineering,LNTD,71.0,Stage-II,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516137210,Electronics and Telecommunication Engg,GOPEN,80.53,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516137210,Electronics and Telecommunication Engg,GSC,69.94,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516137210,Electronics and Telecommunication Engg,GOBC,77.82,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516137210,Electronics and Telecommunication Engg,LOPEN,80.63,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516137210,Electronics and Telecommunication Engg,LSC,72.34,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516137210,Electronics and Telecommunication Engg,LOBC,75.83,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516137210,Electronics and Telecommunication Engg,EWS,73.76,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516161210,Mechanical Engineering,GOPEN,70.97,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516161210,Mechanical Engineering,GSC,67.13,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516161210,Mechanical Engineering,GNTA,69.95,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516161210,Mechanical Engineering,GOBC,63.9,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516161210,Mechanical Engineering,LOPEN,69.08,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516161210,Mechanical Engineering,EWS,72.36,Stage-I,2022
"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar (Un-Aided)",516161210,Mechanical Engineering,LOPEN,70.31,Stage-II,2022
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar (Un-Aided Linguistic Minority - Gujar)",516419110,Civil Engineering,GOPEN,66.89,Stage-I,2022
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar (Un-Aided Linguistic Minority - Gujar)",516419110,Civil Engineering,LOPEN,69.15,Stage-I,2022
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar (Un-Aided Linguistic Minority - Gujar)",516419110,Civil Engineering,MI,62.79,Stage-I,2022
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar (Un-Aided Linguistic Minority - Gujar)",516429310,Electrical Engineering,GOPEN,71.56,Stage-I,2022
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar (Un-Aided Linguistic Minority - Gujar)",516429310,Electrical Engineering,LOPEN,71.54,Stage-I,2022
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar (Un-Aided Linguistic Minority - Gujar)",516429310,Electrical Engineering,MI,67.88,Stage-I,2022
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar (Un-Aided Linguistic Minority - Gujar)",516437210,Electronics and Telecommunication Engg,GOPEN,71.47,Stage-I,2022
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar (Un-Aided Linguistic Minority - Gujar)",516437210,Electronics and Telecommunication Engg,LOPEN,75.29,Stage-I,2022
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar (Un-Aided Linguistic Minority - Gujar)",516461210,Mechanical Engineering,GOPEN,58.35,Stage-I,2022
"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar (Un-Aided Linguistic Minority - Gujar)",516461210,Mechanical Engineering,MI,56.06,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516819110,Civil Engineering,GOPEN,55.88,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516819110,Civil Engineering,LOPEN,64.48,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516824510,Computer Engineering,GOPEN,74.0,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516824510,Computer Engineering,GNTA,73.56,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516824510,Computer Engineering,GNTB,61.14,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516824510,Computer Engineering,GOBC,72.8,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516824510,Computer Engineering,LOPEN,74.06,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516824510,Computer Engineering,LOBC,70.4,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516837210,Electronics and Telecommunication Engg,GOPEN,62.06,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516837210,Electronics and Telecommunication Engg,LOPEN,80.0,Stage-I,2022
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur (Un-Aided)",516861210,Mechanical Engineering,GOPEN,60.62,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,GOPEN,76.26,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,GSC,60.79,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,GST,72.61,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,GNTA,71.89,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,GNTB,75.42,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,GNTC,66.21,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,GNTD,68.89,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,GOBC,74.53,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,LOPEN,75.0,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,LST,66.05,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,LNTC,74.32,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,LOBC,71.68,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,EWS,63.59,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,LSC,55.52,Stage-II,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516919110,Civil Engineering,LNTB,73.19,Stage-II,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516929310,Electrical Engineering,GOPEN,75.28,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516929310,Electrical Engineering,GSC,71.28,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516929310,Electrical Engineering,GST,63.82,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516929310,Electrical Engineering,GOBC,74.06,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516929310,Electrical Engineering,LOPEN,70.78,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516929310,Electrical Engineering,EWS,66.79,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516929310,Electrical Engineering,LOBC,70.28,Stage-II,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516937210,Electronics and Telecommunication Engg,GOPEN,74.06,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516937210,Electronics and Telecommunication Engg,GNTA,65.24,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516937210,Electronics and Telecommunication Engg,GOBC,62.24,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516937210,Electronics and Telecommunication Engg,LOPEN,72.39,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516937210,Electronics and Telecommunication Engg,LSC,67.94,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516937210,Electronics and Telecommunication Engg,LOBC,69.47,Stage-I,2022
"Nagaon Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule (Un-Aided)",516937210,Electronics and Telecommunication Engg,LNTC,66.06,Stage-II,2022
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal (Un-Aided Linguistic Minority - Hindi)",517019110,Civil Engineering,GOPEN,57.32,Stage-I,2022
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal (Un-Aided Linguistic Minority - Hindi)",517019110,Civil Engineering,LOPEN,78.58,Stage-I,2022
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal (Un-Aided Linguistic Minority - Hindi)",517024210,Computer Science and Engineering,GOPEN,82.91,Stage-I,2022
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal (Un-Aided Linguistic Minority - Hindi)",517029310,Electrical Engineering,GOPEN,69.78,Stage-I,2022
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal (Un-Aided Linguistic Minority - Hindi)",517029310,Electrical Engineering,LOPEN,68.44,Stage-I,2022
