college_name,choice_code,branch,category_code,percentile,stage,year
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824210,Computer Science and Engineering,GNTD,70.46,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824210,Computer Science and Engineering,GOBC,81.88,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824210,Computer Science and Engineering,GSEBC,80.31,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824210,Computer Science and Engineering,LOPEN,84.23,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824210,Computer Science and Engineering,LOBC,83.54,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824210,Computer Science and Engineering,EWS,67.69,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824610,Information Technology,GOPEN,81.26,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824610,Information Technology,GSC,74.97,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824610,Information Technology,GNTA,77.49,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824610,Information Technology,GNTC,79.12,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824610,Information Technology,GOBC,80.57,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824610,Information Technology,LOPEN,80.13,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824610,Information Technology,LOBC,79.37,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824610,Information Technology,LSEBC,78.23,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112824610,Information Technology,EWS,64.69,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112829310,Electrical Engineering,GOPEN,82.95,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112829310,Electrical Engineering,GSC,80.17,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112829310,Electrical Engineering,GOBC,82.89,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112829310,Electrical Engineering,LOPEN,84.74,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112829310,Electrical Engineering,LOBC,83.39,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112829310,Electrical Engineering,EWS,79.78,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112829310,Electrical Engineering,LST,62.89,Stage-II,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112837210,Electronics and Telecommunication Engg,GOPEN,78.74,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112837210,Electronics and Telecommunication Engg,GOBC,77.83,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112837210,Electronics and Telecommunication Engg,LOPEN,78.58,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112837210,Electronics and Telecommunication Engg,LSC,71.26,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112837210,Electronics and Telecommunication Engg,LOBC,77.65,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112837210,Electronics and Telecommunication Engg,EWS,66.4,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112891210,Computer Science and Engineering(Data Science),GOPEN,79.09,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112891210,Computer Science and Engineering(Data Science),GOBC,77.37,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112891210,Computer Science and Engineering(Data Science),LOPEN,77.5,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112891210,Computer Science and Engineering(Data Science),LSC,67.75,Stage-I,2024
"Prof Ram Meghe College of Engineering and Management, Badnera (Un-Aided)",112891210,Computer Science and Engineering(Data Science),LNTB,64.91,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113019110,Civil Engineering,GOPEN,71.47,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113019110,Civil Engineering,GSC,62.89,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113019110,Civil Engineering,GOBC,62.95,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113019110,Civil Engineering,LOPEN,55.47,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113019110,Civil Engineering,EWS,72.0,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113019110,Civil Engineering,LOPEN,69.89,Stage-II,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113024210,Computer Science and Engineering,GOPEN,69.71,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113024210,Computer Science and Engineering,GSC,68.8,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113024210,Computer Science and Engineering,GOBC,64.57,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113024210,Computer Science and Engineering,LOPEN,68.74,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113024210,Computer Science and Engineering,LSC,66.15,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113035610,Electrical Engg[Electronics and Power],GOPEN,73.22,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113035610,Electrical Engg[Electronics and Power],GSC,66.06,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113035610,Electrical Engg[Electronics and Power],GOBC,67.61,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113035610,Electrical Engg[Electronics and Power],LOPEN,67.56,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113035610,Electrical Engg[Electronics and Power],LOPEN,69.39,Stage-II,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113035610,Electrical Engg[Electronics and Power],LOBC,65.83,Stage-II,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113037210,Electronics and Telecommunication Engg,GOPEN,71.35,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113037210,Electronics and Telecommunication Engg,GSC,62.41,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113037210,Electronics and Telecommunication Engg,GOBC,64.53,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113037210,Electronics and Telecommunication Engg,LOPEN,65.35,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113037210,Electronics and Telecommunication Engg,EWS,79.82,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113061210,Mechanical Engineering,GOPEN,71.18,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113061210,Mechanical Engineering,GSC,59.08,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113061210,Mechanical Engineering,GOBC,68.87,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113061210,Mechanical Engineering,LOPEN,60.72,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113061210,Mechanical Engineering,EWS,72.51,Stage-I,2024
"Vision Buldhana Educational & Welfare Societys Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon (Un-Aided)",113061210,Mechanical Engineering,LOPEN,67.95,Stage-II,2024
"Sanmati Engineering College, Sawargaon Barde, Washim (Un-Aided)",118024210,Computer Science and Engineering,GOPEN,68.19,Stage-I,2024
"Sanmati Engineering College, Sawargaon Barde, Washim (Un-Aided)",118024210,Computer Science and Engineering,GSC,63.06,Stage-I,2024
"Sanmati Engineering College, Sawargaon Barde, Washim (Un-Aided)",118024210,Computer Science and Engineering,GOBC,60.0,Stage-I,2024
"Sanmati Engineering College, Sawargaon Barde, Washim (Un-Aided)",118024210,Computer Science and Engineering,LOPEN,67.37,Stage-I,2024
"Sanmati Engineering College, Sawargaon Barde, Washim (Un-Aided)",118024210,Computer Science and Engineering,LOBC,66.88,Stage-I,2024
"Sanmati Engineering College, Sawargaon Barde, Washim (Un-Aided)",118026310,Artificial Intelligence (AI) and Data Science,GOPEN,66.38,Stage-I,2024
"Sanmati Engineering College, Sawargaon Barde, Washim (Un-Aided)",118026310,Artificial Intelligence (AI) and Data Science,LOPEN,62.34,Stage-I,2024
"Sanmati Engineering College, Sawargaon Barde, Washim (Un-Aided)",118029310,Electrical Engineering,GOPEN,58.78,Stage-I,2024
"Sanmati Engineering College, Sawargaon Barde, Washim (Un-Aided)",118029310,Electrical Engineering,LOPEN,62.0,Stage-I,2024
"Sanmati Engineering College, Sawargaon Barde, Washim (Un-Aided)",118061210,Mechanical Engineering,GOPEN,75.95,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118219110,Civil Engineering,GOPEN,68.95,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118219110,Civil Engineering,GSC,65.56,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118219110,Civil Engineering,GOBC,60.91,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118219110,Civil Engineering,LOPEN,62.12,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118219110,Civil Engineering,LOPEN,66.74,Stage-II,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118224210,Computer Science and Engineering,GOPEN,77.6,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118224210,Computer Science and Engineering,GSC,73.12,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118224210,Computer Science and Engineering,GOBC,76.0,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118224210,Computer Science and Engineering,LOPEN,83.83,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118224210,Computer Science and Engineering,EWS,77.54,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118224210,Computer Science and Engineering,LNTA,68.86,Stage-II,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118229310,Electrical Engineering,GOPEN,79.9,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118229310,Electrical Engineering,GOBC,75.11,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118229310,Electrical Engineering,LOPEN,78.33,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118229310,Electrical Engineering,LSC,70.24,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118261210,Mechanical Engineering,GOPEN,79.03,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118261210,Mechanical Engineering,GSC,76.26,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118261210,Mechanical Engineering,GNTC,66.05,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118261210,Mechanical Engineering,GOBC,76.41,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118261210,Mechanical Engineering,LOPEN,71.9,Stage-I,2024
"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana (Un-Aided)",118261210,Mechanical Engineering,LOBC,66.89,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126519110,Civil Engineering,GOPEN,73.42,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126519110,Civil Engineering,GOBC,72.26,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126519110,Civil Engineering,LOPEN,80.53,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126519110,Civil Engineering,LOBC,76.74,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126519110,Civil Engineering,EWS,63.32,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126519110,Civil Engineering,LNTB,70.95,Stage-II,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524210,Computer Science and Engineering,GOPEN,81.03,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524210,Computer Science and Engineering,GSC,73.0,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524210,Computer Science and Engineering,GOBC,80.63,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524210,Computer Science and Engineering,LOPEN,85.94,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524210,Computer Science and Engineering,LNTA,72.97,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524210,Computer Science and Engineering,LNTC,68.86,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524210,Computer Science and Engineering,LOBC,83.2,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524210,Computer Science and Engineering,LSEBC,80.23,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524210,Computer Science and Engineering,EWS,79.71,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524610,Information Technology,GOPEN,77.58,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524610,Information Technology,GSC,72.34,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524610,Information Technology,GNTB,67.81,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524610,Information Technology,GNTC,76.35,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524610,Information Technology,GOBC,77.5,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524610,Information Technology,LOPEN,78.16,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524610,Information Technology,LSC,72.91,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524610,Information Technology,LOBC,77.77,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524610,Information Technology,LSEBC,74.97,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126524610,Information Technology,EWS,71.79,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126535610,Electrical Engg[Electronics and Power],GOPEN,77.83,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126535610,Electrical Engg[Electronics and Power],GSC,63.15,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126535610,Electrical Engg[Electronics and Power],GNTA,76.17,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126535610,Electrical Engg[Electronics and Power],GOBC,75.0,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126535610,Electrical Engg[Electronics and Power],LOPEN,80.56,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126535610,Electrical Engg[Electronics and Power],LSC,66.61,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126537210,Electronics and Telecommunication Engg,GOPEN,72.47,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126537210,Electronics and Telecommunication Engg,GSC,60.24,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126537210,Electronics and Telecommunication Engg,GNTB,70.82,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126537210,Electronics and Telecommunication Engg,GOBC,71.78,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126537210,Electronics and Telecommunication Engg,LOPEN,75.05,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126537210,Electronics and Telecommunication Engg,LSC,71.79,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126537210,Electronics and Telecommunication Engg,LOBC,75.0,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126561210,Mechanical Engineering,GOPEN,69.28,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126561210,Mechanical Engineering,GOBC,66.78,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126561210,Mechanical Engineering,LOPEN,67.79,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126561210,Mechanical Engineering,EWS,72.71,Stage-I,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126561210,Mechanical Engineering,LOPEN,69.18,Stage-II,2024
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon. (Un-Aided)",126561210,Mechanical Engineering,LOBC,64.51,Stage-II,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126819110,Civil Engineering,GOPEN,70.68,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126819110,Civil Engineering,LOPEN,65.16,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126819110,Civil Engineering,EWS,75.63,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126824210,Computer Science and Engineering,GOPEN,74.0,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126824210,Computer Science and Engineering,GSC,72.29,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126824210,Computer Science and Engineering,GNTA,59.31,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126824210,Computer Science and Engineering,GOBC,73.09,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126824210,Computer Science and Engineering,LOPEN,87.94,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126824210,Computer Science and Engineering,EWS,53.94,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126835610,Electrical Engg[Electronics and Power],GOPEN,66.61,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126835610,Electrical Engg[Electronics and Power],LOPEN,77.94,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126835610,Electrical Engg[Electronics and Power],LOBC,67.78,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126835610,Electrical Engg[Electronics and Power],EWS,70.33,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126837210,Electronics and Telecommunication Engg,GOPEN,69.12,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126837210,Electronics and Telecommunication Engg,EWS,68.65,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126861210,Mechanical Engineering,GOPEN,61.0,Stage-I,2024
"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile (Un-Aided)",126861210,Mechanical Engineering,LOPEN,60.0,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127619110,Civil Engineering,GOPEN,52.06,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127624510,Computer Engineering,GOPEN,74.11,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127624510,Computer Engineering,GSC,68.34,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127624510,Computer Engineering,GOBC,69.75,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127624510,Computer Engineering,LOPEN,62.97,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127624510,Computer Engineering,LOBC,62.25,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127624510,Computer Engineering,EWS,81.71,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127629310,Electrical Engineering,GOPEN,67.67,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127629310,Electrical Engineering,GSC,65.17,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127629310,Electrical Engineering,GOBC,60.59,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127629310,Electrical Engineering,LOPEN,72.61,Stage-I,2024
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302 (Un-Aided)",127629310,Electrical Engineering,LOBC,63.28,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200819110,Civil Engineering,GOPEN,92.47,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200819110,Civil Engineering,GSC,90.74,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200819110,Civil Engineering,GST,81.47,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200819110,Civil Engineering,GOBC,91.58,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200819110,Civil Engineering,GSEBC,91.79,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200819110,Civil Engineering,LOPEN,95.0,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200819110,Civil Engineering,EWS,87.53,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200824210,Computer Science and Engineering,GOPEN,92.94,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200824210,Computer Science and Engineering,GSC,91.25,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200824210,Computer Science and Engineering,GSEBC,92.0,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200824210,Computer Science and Engineering,LOPEN,92.47,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200824210,Computer Science and Engineering,LOBC,91.94,Stage-I,2024
"Government College of Engineering, Chhatrapati Sambhajinagar (Government Autonomous)",200824210,Computer Science and Engineering,EWS,90.17,Stage-I,2024
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded (Government-Aided Autonomous)",202060610,Production Engineering,GOPEN,79.74,Stage-I,2024
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded (Government-Aided Autonomous)",202060610,Production Engineering,GSC,75.23,Stage-I,2024
